academic_performance,internship,starting_salary
Low,0,35279.3
Low,0,32201.48
Medium,0,35369.25
High,1,51549.72
Low,0,39484.55
Low,0,27504.82
Low,1,29564.79
Low,1,33558.94
Low,1,32153.32
Medium,1,40717.79
Low,0,30173.4
Medium,0,46333.69
Low,0,23398.43
High,0,51941.08
High,0,54939.78
Medium,0,42252.53
Medium,0,45173.73
Medium,0,42686.91
Medium,0,36512.93
Medium,0,48979.42
Medium,1,47600.18
High,1,66422.36
High,0,40691.91
Medium,0,51951.02
Medium,0,44317.76
Low,0,32352.35
Low,1,30389.99
Medium,0,43706.83
Low,1,40990.01
High,1,46213.38
Low,1,37850.6
Medium,0,36768.58
Medium,0,42888.62
Medium,0,34849.12
Medium,0,46355.87
High,1,54600.4
Medium,0,43748.84
Medium,1,49831.89
Low,0,31495.37
Medium,0,35655.68
High,0,53165.25
Medium,1,44521.17
High,0,50950.05
Medium,0,38175.08
Low,0,21050.83
Low,0,30292.83
Medium,0,37008.74
Medium,1,46500.28
Medium,0,39820.75
Low,0,27367.84
Medium,0,50667.35
Medium,0,38437.91
Medium,1,45399.84
Low,0,39392.05
Low,0,24957.83
Low,0,34199.75
Low,0,26263.55
Low,1,33844.83
Low,0,31981.83
Medium,0,45732.08
Medium,1,39886.91
High,1,56279.7
Low,0,26285.84
Medium,0,43225.41
Medium,0,44847.88
Low,0,33339.45
High,1,50975.05
Low,0,24485.63
High,1,54140.29
High,1,48862.95
Medium,1,47570.47
Medium,1,52066.07
Medium,0,36063.77
Medium,1,47615.49
Medium,0,36037.6
Low,0,36281.51
Low,0,35058.88
Medium,0,39600.18
Medium,0,43825.64
High,1,59186.32
Low,0,24038.9
High,0,52474.74
Low,0,26889.17
Medium,0,40620.37
Medium,1,43279.06
Medium,0,40144.24
Low,0,34601.99
Medium,1,39282.48
High,0,41254.62
Medium,0,37761.93
Medium,1,50527.23
High,0,45507.71
Medium,0,37421.42
Medium,0,45835.1
Low,0,36922.92
High,0,53462.92
Medium,1,47040.33
Low,0,35005.32
Low,0,27923.37
High,0,53463.07
Low,0,26012.95
High,1,63091.81
Low,0,35215.73
Medium,0,43292.5
Medium,1,43289.7
Medium,0,43467.43
High,1,54907.46
Medium,1,42219.15
Medium,1,47924.9
Low,1,25488.38
Low,0,34434.02
Low,0,24849.63
Medium,0,43664.37
Low,1,27549.11
Low,0,27931.86
Medium,1,47269.73
Medium,0,44353.47
Medium,0,36545.21
Low,0,25374.15
Low,1,40109.68
High,1,64506.29
Low,0,25450.56
High,1,41927.09
High,0,57603.74
Medium,1,44263.69
Low,1,30472.89
High,1,55290.93
Medium,0,49723.54
Medium,0,43287.86
Medium,1,48902.96
Low,0,30808.95
Low,0,32384.92
Medium,0,48486.71
Medium,1,40487.15
Medium,0,43800.51
Medium,0,39826.73
Medium,0,39685.05
Medium,0,34278.09
High,0,52104.16
Low,0,32911.07
Medium,0,39066.26
Low,0,37235.93
Medium,0,40416.66
Medium,0,29383.25
High,1,57749.01
Low,0,24186.57
High,0,57142.2
Low,0,39380.45
Medium,0,45035.88
Low,0,29997.26
High,0,53004.77
Medium,0,36261.25
Medium,0,43063.36
High,1,51025.36
Low,0,39397.95
Low,0,25070.94
High,0,41808.34
Medium,0,39176.58
Low,1,37961.57
Medium,1,56587.74
Medium,1,41382.2
Low,1,35313.0
Low,0,29995.76
Low,0,24734.9
Medium,1,39994.4
High,1,45570.54
High,1,62637.25
Medium,1,41027.98
Low,0,19571.37
High,1,53066.58
Medium,1,51092.9
Low,1,37577.56
High,0,52554.42
Medium,0,48093.97
Medium,0,45209.91
Medium,1,31915.44
Low,0,27613.29
Low,0,32172.71
Medium,1,45946.44
Low,0,32778.88
Medium,0,53417.14
Medium,0,35151.36
Medium,1,33751.86
Medium,0,27833.7
Medium,0,44607.51
High,0,49199.29
Medium,0,32555.3
Low,0,28825.3
Low,0,27599.25
Medium,0,38232.32
Low,0,20433.88
Low,0,32964.13
Low,0,33588.7
Medium,1,45644.72
High,0,49618.67
Low,1,35894.68
Medium,1,45246.04
Medium,1,36122.01
Low,1,30810.39
High,1,56069.79
Medium,0,36323.62
Medium,1,49418.17
Medium,1,38241.97
Low,0,41742.73
Medium,1,55369.1
Low,0,28583.36
High,1,47514.58
Medium,0,37319.22
Medium,0,46068.62
Low,0,28304.66
Medium,0,41970.29
Medium,0,40256.68
Medium,0,42860.53
Medium,1,47503.88
Medium,0,38517.29
High,0,57266.1
Medium,1,47545.82
High,0,55907.86
High,1,53775.9
Medium,1,44170.94
Low,0,43403.0
Medium,0,39814.19
High,0,56267.37
Low,0,22719.97
Medium,0,41788.34
High,1,52961.13
Medium,0,47694.15
Medium,0,36621.26
Low,0,27856.04
Low,1,37898.12
Medium,1,39743.33
Low,1,35636.79
Low,0,26990.77
High,1,55701.36
Medium,0,39543.43
High,0,59178.34
High,1,57313.27
Low,0,23469.6
Low,0,25404.36
Medium,1,42813.71
Medium,0,36500.65
Low,0,37096.89
Medium,0,37209.35
Low,0,29813.57
High,1,58006.78
Low,0,43953.33
Low,0,29269.31
Low,0,38306.84
High,0,47843.72
Medium,0,44880.91
High,0,45814.74
Medium,1,49005.06
Medium,0,38139.94
Low,0,34561.64
Medium,0,44031.14
Medium,0,43132.16
Medium,0,42140.24
Low,0,27613.74
High,1,58623.38
Low,0,21992.04
High,1,67767.48
Low,1,38222.14
Medium,0,42710.91
Medium,0,42361.3
Medium,0,36281.29
Medium,1,42017.59
Medium,1,46204.21
Medium,1,42566.44
Medium,0,34075.38
Medium,1,44597.95
High,1,56753.09
Low,0,29939.49
Medium,0,45262.39
Medium,0,40816.86
Medium,1,52927.51
Medium,1,56532.36
Medium,0,39336.08
Low,1,29424.97
Low,0,24281.95
Low,0,29754.28
Medium,1,49010.54
Medium,0,38259.51
High,0,50131.81
Medium,0,37400.25
Low,1,33413.77
High,0,50545.53
High,1,59878.33
Medium,1,49664.79
Medium,1,33821.74
High,1,58396.32
Medium,0,43240.88
High,0,49560.76
Low,0,28314.15
Low,1,38025.62
Medium,0,40658.25
Medium,0,38855.57
High,0,60857.76
High,1,57554.5
Medium,0,37342.91
Low,0,33732.5
High,0,52189.31
Medium,0,41900.6
Low,0,34345.62
Medium,1,42637.32
Medium,1,46318.35
Medium,0,35767.31
Medium,0,44025.36
Medium,0,40086.97
High,0,45943.78
Medium,0,39753.14
Medium,0,41172.91
Low,0,34513.32
Medium,0,46103.43
Low,0,34668.62
Low,0,32694.23
Medium,0,43699.01
Low,0,28682.23
Medium,0,34542.21
Low,0,26673.59
Medium,1,45241.79
Low,0,28984.23
Low,0,28774.49
Low,0,31358.48
High,1,59959.14
High,0,51412.56
Low,0,27577.73
Medium,1,38926.34
Medium,0,39221.14
High,1,44779.52
Medium,0,45449.95
Medium,1,45485.67
Low,0,38850.0
Medium,0,46692.92
High,1,57753.65
Medium,0,37497.6
Low,1,33147.29
Low,0,37791.92
Medium,0,42410.35
Medium,0,33431.89
Medium,1,43333.91
High,1,62055.58
Low,0,35511.73
Medium,1,47037.83
High,1,61819.63
Medium,0,33786.35
Low,0,27034.16
Medium,0,39456.3
High,1,52491.91
Low,0,33748.53
High,1,59005.11
Medium,1,47542.87
Low,0,24899.76
Medium,0,48848.05
Medium,1,46695.17
Medium,1,37036.03
Medium,0,33980.99
High,1,51203.72
Low,0,38261.36
Medium,0,35634.94
Medium,0,34700.18
Medium,0,45474.13
Medium,0,44475.48
Low,0,27207.2
Medium,0,42541.13
Medium,0,38737.14
Low,0,33098.27
High,0,48473.5
High,1,57644.45
Medium,1,45116.89
Low,0,27049.14
Medium,0,44655.5
Low,0,30351.65
Low,0,34910.65
Medium,0,42558.76
Low,0,29796.77
Low,0,35890.84
Low,1,36283.75
Low,0,32342.76
Low,0,28528.8
High,1,52707.36
Low,0,30939.47
Low,1,30533.63
Low,0,30773.61
High,0,51031.16
Medium,0,34867.37
Medium,1,51450.82
High,0,57282.27
Medium,1,51846.85
Medium,0,39151.86
Low,0,30897.1
Medium,0,38306.64
Medium,0,43717.1
Medium,1,44161.79
Low,0,31105.19
Medium,0,41855.14
Low,1,29553.36
Low,1,34849.54
Medium,0,44612.65
High,1,74148.91
Medium,0,31185.12
Medium,0,36840.38
Low,0,27022.97
Low,0,23801.53
Low,1,44815.47
Medium,0,39829.9
Low,1,34193.42
Low,0,33164.91
Medium,0,37088.07
Low,0,33693.56
Medium,0,37129.08
Medium,0,46958.24
Medium,0,40702.22
Medium,0,46955.43
Medium,0,43097.52
Low,1,23338.57
Medium,1,38941.02
High,1,63241.47
Low,0,28452.79
Low,0,21170.97
High,1,52555.47
Medium,1,43246.23
Medium,0,46395.51
Medium,1,40887.8
Low,0,29478.8
Medium,0,45538.21
Medium,0,37707.41
Low,0,25816.13
Medium,0,41906.75
Medium,1,48974.07
Medium,1,44711.14
Low,0,33175.19
Medium,1,42373.44
Medium,0,30177.55
Medium,1,49405.93
Medium,0,34993.47
Low,0,27002.42
Medium,1,46175.39
Medium,0,44863.65
Low,0,29610.52
Medium,1,42499.8
Medium,0,47434.04
Medium,0,38480.06
Low,0,28732.22
Medium,0,32133.63
High,1,55583.78
Medium,1,52242.16
High,1,47732.72
High,1,51456.4
Low,0,29814.82
Medium,0,42698.68
Medium,0,41511.39
High,1,55198.16
Low,0,26694.92
High,1,61836.47
Medium,0,29454.19
Medium,1,50686.18
Low,0,40125.13
Low,0,33705.09
Medium,1,42049.14
Low,0,31442.37
High,1,49198.01
Low,0,25219.41
Medium,1,47699.71
Medium,1,47913.77
Medium,0,41840.33
Medium,0,34030.38
Medium,1,56751.46
Low,0,32856.7
Low,0,29412.88
Medium,1,45415.33
Medium,0,36950.76
Medium,0,35693.93
Medium,1,57360.89
Medium,1,40758.62
Medium,1,41693.94
Low,0,28349.74
Medium,0,36444.12
High,1,55058.73
High,0,47866.47
Medium,0,39361.83
Medium,1,43390.17
High,0,48838.84
Medium,1,37307.11
Low,1,33440.58
Low,1,34381.31
Medium,1,43635.18
High,1,53697.78
Medium,1,49598.94
Low,0,27442.32
Low,0,35061.72
Medium,1,55060.86
High,1,51750.65
Medium,1,46878.8
Medium,0,41210.79
Low,0,30261.57
High,0,41915.23
Medium,1,49439.37
Low,0,28123.57
Medium,0,45813.72
Low,1,34923.23
Low,0,35675.61
Low,0,32566.04
Low,0,33819.05
Medium,0,43131.3
Medium,0,39309.43
Medium,1,43189.58
Medium,0,42248.26
Low,0,33491.43
Low,0,29965.41
Medium,1,48891.71
Medium,1,41307.84
Low,0,31274.9
High,0,55723.8
Medium,1,46269.86
High,0,49441.88
Medium,0,44543.88
Low,0,37885.18
Medium,1,47980.91
Low,0,22097.92
Medium,0,36158.26
Low,0,35103.94
High,1,52626.82
Low,0,30439.6
High,0,47437.24
High,0,54348.3
Medium,0,42650.28
Medium,1,41832.5
Medium,0,44292.56
High,1,59573.05
Medium,0,43005.82
Medium,0,41215.13
Medium,0,58526.22
High,0,42949.01
Medium,1,43580.45
Medium,0,40042.95
Medium,0,46363.6
High,1,53712.68
Medium,1,50749.45
Low,0,27191.97
Medium,1,47370.5
High,1,59427.15
Medium,0,37017.36
High,0,53963.52
Low,0,37286.78
Medium,1,44626.47
Medium,1,40202.19
High,0,48584.27
Low,1,34686.96
High,0,54935.4
Medium,0,35649.37
Low,1,38347.26
Medium,1,47934.68
Low,0,32515.59
Medium,0,46173.81
Low,0,31460.6
Low,0,27338.73
High,1,54825.5
Low,0,30353.11
Low,1,32617.65
Medium,0,32826.72
Medium,1,45662.08
Medium,1,46287.0
Medium,0,39814.62
Medium,0,40270.48
Medium,0,35536.4
Low,1,23023.89
Low,1,33730.03
Medium,1,38323.5
Medium,1,46831.88
Medium,0,34654.84
Medium,0,39781.8
Medium,0,38527.97
Low,0,26313.64
Low,0,35012.67
Medium,1,39321.25
Medium,0,28228.73
Medium,0,33902.63
Low,0,37636.82
Medium,1,43654.94
High,1,60425.76
Low,1,34924.74
Medium,0,46016.84
High,0,45888.41
Medium,1,46423.59
Medium,0,43981.89
Low,1,28668.74
Medium,1,39852.9
Low,0,28747.02
High,0,52385.59
Medium,1,41031.44
Medium,1,50695.63
Medium,1,49764.76
Medium,0,39686.56
Medium,0,42232.56
High,1,58650.91
High,1,59260.4
Medium,1,47509.56
High,1,52087.33
Medium,0,31763.05
Medium,0,40796.12
Medium,0,46237.54
Low,0,36652.69
Low,0,31594.04
Low,0,27720.56
Medium,1,49613.31
Medium,0,34509.53
Medium,1,41915.82
High,1,47842.6
Medium,0,44989.24
Medium,0,31818.51
Low,1,37041.59
Low,0,41629.43
Medium,0,42007.52
Medium,1,40154.93
Medium,0,37909.45
Low,0,22452.19
Medium,1,40525.31
Low,0,26426.8
Low,0,25833.5
Low,0,30684.93
Low,1,21096.06
Medium,0,33786.87
Low,0,32869.22
High,1,65496.59
Medium,0,42153.94
Low,0,25808.4
Low,0,34247.88
Medium,1,50468.48
Low,1,31238.58
High,1,50700.25
High,1,63063.64
Low,1,29599.99
Medium,1,53764.68
Low,0,32810.99
Medium,0,46421.53
Medium,1,50068.44
Low,0,35230.84
Low,0,24274.32
Medium,0,43620.15
Medium,0,46347.09
Low,1,33799.77
Medium,0,30059.65
Medium,0,33444.72
High,1,47115.57
Low,0,28085.23
Medium,0,33002.07
Medium,0,36860.33
Low,0,40122.94
Medium,0,44214.91
Medium,0,43087.86
High,0,55668.34
Low,0,23572.73
Medium,0,35285.61
Medium,0,40516.37
High,1,51663.72
Medium,0,38141.53
High,1,58104.1
High,1,59718.07
Low,0,32682.9
High,0,55746.33
High,1,41689.65
Low,0,40080.79
Medium,0,44084.39
Medium,0,38217.89
Low,0,22616.85
Low,0,29121.97
Low,0,26016.32
Low,0,36054.91
Medium,0,43396.22
Low,0,26773.23
High,0,42998.64
Medium,0,38761.66
Low,0,35017.99
Medium,0,42729.33
Medium,0,32984.05
High,0,47372.84
Low,0,34900.06
Low,1,34341.2
High,1,54741.3
High,1,64447.87
Medium,0,34660.82
Medium,0,45618.96
Low,0,27882.33
Medium,0,38165.0
Low,0,30927.26
Low,0,31583.59
High,0,53059.15
Low,0,29205.26
Medium,1,48379.46
High,0,50683.7
Low,0,27253.24
High,1,48785.79
High,1,58167.74
Medium,0,41527.4
Low,0,26685.1
Medium,0,32916.08
Medium,0,37069.18
Medium,0,30223.27
Low,0,34876.18
High,1,54449.15
Low,0,31316.98
Medium,1,42977.19
Low,0,38852.41
Medium,0,43504.76
High,0,48147.05
Low,0,28287.75
Low,0,26875.12
Medium,0,39258.53
Medium,0,41925.3
Medium,1,46745.78
Medium,1,43651.49
Low,0,37251.31
High,1,44951.02
High,1,52066.82
Medium,0,43444.36
High,0,57038.87
Medium,0,40983.55
Medium,1,52485.46
Low,0,38557.2
Medium,1,43216.92
Medium,0,35784.24
Low,0,25683.4
Medium,0,32867.63
Medium,1,38856.73
Medium,1,40262.88
Medium,1,39168.43
High,1,60127.08
Low,0,27768.24
Medium,1,38058.0
Medium,0,38056.47
Medium,0,41251.99
Medium,1,43694.36
Low,0,28914.4
High,1,45856.58
Medium,0,44550.27
High,1,53241.8
Medium,0,33496.59
Medium,0,39465.75
High,0,47519.77
Medium,1,45612.37
Medium,1,57778.26
Medium,1,41260.46
High,1,58727.35
Medium,0,38359.73
Medium,0,38051.91
Low,0,36279.02
High,1,55908.88
Low,0,38061.84
Medium,0,39742.62
Medium,0,46828.02
Medium,0,38326.71
Medium,1,41574.02
Low,0,32188.28
Medium,1,45591.16
Medium,0,33311.45
High,1,55995.38
Low,1,31191.93
High,1,59084.5
Medium,0,36680.85
High,1,53180.49
Medium,0,34875.09
Medium,1,50022.18
High,1,57137.86
High,0,61381.82
Medium,0,46301.21
Low,0,27793.51
Medium,1,37246.12
Medium,0,36862.16
Low,0,29213.08
Low,0,20988.85
High,0,45753.09
Low,1,40079.68
Medium,0,35705.5
Low,0,25630.27
Medium,1,47592.02
Low,0,27291.36
Low,0,30060.09
Medium,1,46961.73
High,1,51907.48
Low,1,38858.71
Medium,0,43454.48
Medium,1,46625.76
High,1,62556.47
Medium,0,44396.21
Medium,1,43639.14
Medium,0,36188.62
High,0,50774.82
Low,1,34654.03
Medium,1,44706.2
High,1,52203.16
Medium,1,45205.19
Medium,0,47811.03
Medium,0,43444.02
Medium,1,45685.3
Medium,1,51189.99
Medium,1,48635.41
Medium,0,38364.47
Medium,1,44734.53
High,0,54504.04
Low,0,31196.8
Medium,0,42131.14
Medium,0,33732.62
Medium,0,37368.1
Low,0,29712.8
Medium,0,45658.46
High,0,59454.38
Medium,0,35497.54
High,0,46894.85
High,1,57235.69
Low,0,40634.37
Low,0,25018.88
High,0,40186.13
High,1,55820.55
Low,0,23254.9
Low,0,32837.8
Low,0,33906.03
High,0,48899.24
Low,0,27751.98
Medium,1,41438.05
High,1,55324.87
Low,0,23408.63
Medium,0,37696.91
Low,0,26348.47
High,0,51381.42
Low,0,31742.27
Medium,1,52049.03
Medium,0,35101.13
Low,0,28271.79
Low,0,34677.8
Medium,0,42369.03
Low,0,26697.57
High,0,43385.97
High,1,64251.57
Medium,0,32036.73
Medium,1,38760.04
Medium,0,40935.44
High,0,54804.46
Medium,1,40615.06
Low,0,33411.23
Low,0,24953.17
Medium,0,44005.61
Medium,0,44066.0
Medium,1,40611.2
Low,1,39389.59
Medium,0,35095.39
Low,0,17596.67
Low,0,29263.74
Medium,1,46928.54
Low,1,38794.56
Medium,0,45367.38
Medium,1,39800.7
Medium,1,44944.73
Medium,0,37792.8
Low,0,29936.67
Low,0,41504.04
High,0,49042.37
Medium,0,35098.84
Medium,1,43721.72
Low,1,39227.47
Medium,0,42423.7
Medium,1,50201.68
Medium,0,49242.01
Medium,1,54029.01
Low,0,25986.51
Low,0,33746.54
High,0,41256.02
High,1,60458.98
Low,0,22258.38
Medium,1,37281.35
Low,0,29051.91
Low,1,39655.89
Medium,1,40304.75
Low,0,27353.49
Medium,0,35825.36
Medium,0,40738.98
Low,0,34608.8
Low,0,30086.65
High,0,46896.74
Low,0,37669.63
Medium,0,45091.3
Medium,0,36084.06
Medium,0,35533.09
Medium,1,42969.45
Low,0,34901.61
Low,0,17044.76
Low,0,36547.65
Medium,0,38209.96
Medium,0,33878.51
Low,1,35709.09
Low,0,31406.42
Medium,0,44354.24
Medium,1,50733.3
High,1,56729.54
Medium,0,42529.0
Medium,1,45321.49
Medium,1,48325.25
High,1,51948.14
High,1,53040.46
Medium,0,32164.24
Low,1,43255.84
Low,0,26843.56
Medium,1,50377.54
Medium,0,46293.78
Medium,1,37272.06
Low,1,35682.56
Medium,0,43282.22
High,1,52243.02
Low,0,23163.38
Medium,0,47417.81
Medium,0,43241.05
High,1,55206.66
High,1,49769.75
Medium,1,39925.84
Medium,0,40836.98
High,0,47673.97
Medium,1,46095.57
Medium,0,41864.76
Medium,0,37743.75
Low,0,38467.77
Medium,0,36223.93
High,0,45255.35
Medium,0,42099.08
Medium,0,42408.2
Low,0,24992.4
Medium,1,43283.91
Low,1,27297.95
Low,0,27174.81
Medium,0,44014.43
Low,0,23530.39
Medium,0,34543.05
Medium,0,35855.22
High,1,60703.81
Medium,0,44997.77
Low,0,19512.46
Low,0,21065.75
Medium,0,40441.91
Medium,1,36960.92
Medium,0,46035.5
Medium,1,34003.03
Low,0,26240.52
Medium,1,46039.34
Medium,1,52367.47
Low,0,29978.87
Low,1,36582.33
Low,1,35887.41
Low,0,34703.22
Medium,1,46539.26
Low,0,33688.68
Low,0,33787.58
Low,1,40447.91
High,1,44133.23
High,1,47393.85
Low,1,38383.22
Medium,0,49818.3
Low,0,31626.1
Medium,1,43711.09
Low,0,34926.83
Medium,1,51607.23
Medium,1,48367.68
High,1,54821.81
Low,0,30247.41
High,0,51315.27
Medium,1,51626.58
Low,0,32103.88
Medium,0,42169.38
Low,0,34779.06
Low,1,34752.67
Low,1,36288.52
Medium,0,49823.38
Medium,0,36821.12
High,1,52148.75
Low,1,30704.11
High,0,51578.61
Low,0,31877.75
Medium,0,30415.65
Medium,0,44820.97
Low,0,24589.89
High,0,52250.78
Medium,0,40636.28
Medium,1,30832.64
Medium,0,28164.7
Medium,0,34392.03
Medium,1,50889.6
Medium,1,35630.79
Low,0,35559.52
Medium,1,36168.94
High,1,44070.78
Low,0,31483.38
Low,1,34826.35
Medium,0,31201.56
Medium,0,33989.93
Medium,1,46525.21
Low,1,33144.62
Medium,1,48103.4
Low,0,28318.66
Medium,1,49935.15
Medium,1,39266.71
Low,0,32937.95
Medium,0,33660.48
High,1,56537.9
Medium,1,48197.86
High,0,44685.48
Medium,0,41890.03
Medium,0,42818.59
Low,0,32498.81
Low,0,26267.94
Low,0,28181.81
Medium,0,48545.9
High,0,45575.73
Medium,0,40701.17
Medium,0,38966.94
Medium,0,41687.9
Medium,0,47022.16
Medium,1,42041.91
Medium,1,46826.43
Medium,1,48543.85
Low,1,33341.89
High,1,50756.31
Low,0,30504.19
Low,0,30114.11
High,0,41810.46
Medium,0,36067.34
Medium,0,43630.38
Medium,0,37747.58
Medium,1,47307.29
Low,0,24747.49
Medium,0,40626.87
Medium,1,45617.97
Medium,1,46495.73
Medium,0,38114.04
High,1,55794.06
Low,0,39475.98
Medium,1,47097.28
Medium,0,47361.53
High,1,54135.03
Low,0,17047.22
Medium,1,48756.93
High,0,59826.36
Low,0,30690.16
High,0,47146.46
Low,1,35444.65
Medium,1,50832.15
High,0,50682.14
Medium,1,41625.43
Medium,1,40064.61
Low,0,33572.76
High,1,70657.84
Medium,0,34151.04
Low,0,33131.66
Medium,0,43438.74
Medium,0,34393.52
Low,0,34027.8
Low,1,45179.8
Low,0,34775.81
Medium,0,38167.47
Medium,0,33192.59
Medium,0,42239.05
High,0,49273.15
High,0,53287.68
Medium,0,38502.85
Low,0,25426.86
Medium,1,45363.29
Medium,0,45823.42
Medium,0,44068.31
Medium,1,43591.87
Medium,1,39104.21
High,0,48549.01
Low,0,28419.62
Medium,1,44747.53
Low,0,39898.0
High,0,48449.16
Low,0,30661.24
Low,0,33886.27
Medium,0,42535.49
Medium,1,52328.34
Low,0,27281.63
Medium,0,36685.82
Medium,0,38161.2
Low,0,25351.11
Medium,0,40271.68
High,1,55781.31
Medium,0,38335.5
Medium,0,42734.94
Medium,0,42878.92
Medium,0,36349.48
Low,0,32872.83
Low,0,24231.82
High,1,50361.71
High,0,57154.07
Medium,0,38863.64
Low,1,33988.0
Low,0,38334.81
Medium,1,45876.94
Medium,0,38705.96
Low,0,25501.94
High,1,57326.7
Medium,0,47247.4
High,1,54664.4
Medium,0,46443.48
Medium,0,39274.78
Medium,1,41223.63
Medium,0,37570.16
Medium,0,36275.61
Medium,0,46886.87
Medium,1,50655.76
High,1,56949.26
Medium,0,28145.87
Medium,0,47389.05
High,0,48093.06
Low,0,26890.49
Low,0,28334.9
Medium,0,40199.38
Medium,1,47152.05
High,1,60438.55
Medium,0,42641.53
Medium,0,40144.12
Medium,0,38141.57
Low,0,25609.96
Medium,1,46900.15
High,0,52648.04
Low,0,26181.99
Medium,1,39729.32
Medium,0,43918.25
Low,0,27890.21
Low,0,24161.23
High,0,45266.39
Medium,1,47581.06
Low,0,37858.06
Low,0,35077.97
Medium,0,30609.34
Medium,1,44518.9
Medium,0,44080.02
Low,0,22621.2
High,1,63094.13
Medium,1,35992.44
Medium,0,43024.16
Medium,1,43247.42
Medium,1,46091.32
High,1,55429.2
High,1,50623.26
Medium,1,47678.93
High,1,53866.47
Medium,0,42915.64
High,1,51747.98
Low,0,28779.67
Medium,0,42783.03
Low,1,31384.19
High,1,60856.88
Low,0,31476.56
Medium,0,49914.39
Medium,0,39179.69
Medium,1,46365.83
Medium,0,38872.37
High,1,55028.41
Medium,0,42777.83
High,0,58092.04
Low,1,42154.97
Medium,0,43905.2
Medium,1,39662.97
Low,0,28157.52
Medium,0,42922.34
Medium,0,36020.44
Medium,1,44917.62
Medium,1,45802.49
Medium,0,49101.83
Low,1,34213.99
Low,0,22133.88
Medium,0,43853.23
Low,0,35224.41
Low,1,46393.13
Medium,0,37799.06
Medium,1,38135.91
Medium,1,46763.04
Medium,0,42621.76
Medium,0,42892.01
Medium,0,37982.66
Medium,1,47141.32
Medium,0,40533.24
Medium,0,37184.04
Medium,0,34515.49
Low,0,28382.19
Medium,1,44662.45
Medium,1,48434.18
High,1,54842.51
High,1,52439.76
Medium,0,42684.13
Low,0,29637.23
Low,0,26525.55
Medium,1,46703.72
Medium,0,43340.61
Low,0,29554.75
Medium,1,53249.78
Low,0,36177.87
High,0,52606.75
Low,0,28175.14
High,1,45899.48
High,1,48917.39
Medium,0,44451.05
Medium,0,35381.09
Medium,0,42050.54
Medium,1,40530.49
Medium,1,44095.88
